cliente_id,contrato_id,edad,provincia,antiguedad_meses,cuota_mensual,canal,producto,ingresos_mensuales,incidencias_12m,satisfaccion,fecha_alta,abandono
CLI-006792,CTR-006792,42,Murcia,24,69.94,Web,Básico,2183.59,8,4,2024-09-18,Sí
CLI-001081,CTR-001081,44,Zaragoza,10,54.42,Tienda,Estándar,3106.54,1,6,2025-11-06,No
CLI-009170,CTR-009170,76,Valencia,22,38.01,Aplicación,Estándar,1669.26,0,8,2024-11-25,No
CLI-005207,CTR-005207,49,Málaga,5,88.93,Web,Empresa,2805.39,3,3,2026-04-16,Sí
CLI-001434,CTR-001434,39,Sevilla,86,52.03,Web,Básico,2993.53,2,10,2019-07-25,No
CLI-005785,CTR-005785,52,Zaragoza,55,22.25,Tienda,Básico,3661.88,1,7,2022-02-21,No
CLI-000609,CTR-000609,27,Alicante,19,49.95,Web,Empresa,2294.26,5,,2025-02-08,No
CLI-000422,CTR-000422,60,Málaga,36,48.06,Teléfono,Premium,,0,,2023-09-28,No
CLI-007926,CTR-007926,57,Zaragoza,35,73.85,Teléfono,Básico,1771.1,3,6,2023-10-14,Sí
CLI-002118,CTR-002118,39,Madrid,62,47.41,Teléfono,Estándar,2147.02,3,,2021-07-04,No
CLI-002038,CTR-002038,38,Madrid,38,49.57,Aplicación,Empresa,1957.2,2,6,2023-07-22,Sí
CLI-006327,CTR-006327,55,Madrid,28,38.36,Web,Premium,3245.1,4,7,2024-05-20,No
CLI-008776,CTR-008776,36,Murcia,31,32.55,Web,Estándar,2358.02,3,10,2024-02-04,No
CLI-008322,CTR-008322,47,Zaragoza,50,61.07,Teléfono,Estándar,,2,,2022-07-05,No
CLI-008027,CTR-008027,63,Murcia,9,28.58,Aplicación,Estándar,,4,,2025-12-26,Sí
CLI-005871,CTR-005871,40,Madrid,81,46.81,Teléfono,Básico,2856.71,1,9,2019-12-02,No
CLI-003170,CTR-003170,39,Murcia,28,100.95,Aplicación,Estándar,3095.24,4,6,2024-05-22,Sí
CLI-007725,CTR-007725,48,Zaragoza,19,92.06,Teléfono,Estándar,2211.84,5,,2025-02-25,Sí
CLI-006698,CTR-006698,24,Madrid,11,38.22,,Premium,902.9,0,,2025-10-05,No
CLI-006130,CTR-006130,18,Barcelona,96,22.19,Aplicación,Estándar,1550.25,0,7,2018-09-18,No
CLI-004352,CTR-004352,41,Madrid,13,15.29,Tienda,Básico,2644.08,5,,2025-08-16,Sí
CLI-002212,CTR-002212,37,Zaragoza,20,52.31,Tienda,Estándar,,1,,2025-01-19,No
CLI-007620,CTR-007620,29,Murcia,6,78.91,web,Estándar,2016.37,1,7,2026-03-26,No
CLI-000662,CTR-000662,41,Barcelona,67,62.18,Teléfono,Estándar,1768.9,3,8,2021-02-06,No
CLI-000138,CTR-000138,42,Madrid,8,40.58,Teléfono,Premium,1774.28,3,7,2026-01-17,No
CLI-007000,CTR-007000,33,Valencia,17,47.04,Tienda,Premium,1723.76,3,,2025-04-21,Sí
CLI-009368,CTR-009368,57,Madrid,20,33.16,Web,Estándar,3261.42,3,,2025-01-12,No
CLI-006635,CTR-006635,40,Barcelona,61,42.62,Teléfono,Estándar,,3,,2021-08-04,No
CLI-000724,CTR-000724,21,Valencia,57,84.24,Tienda,Básico,2459.05,3,7,2021-12-15,No
CLI-008030,CTR-008030,39,Murcia,72,48.68,Teléfono,Premium,,2,7,2020-09-22,No
CLI-002623,CTR-002623,40,Murcia,17,68.31,Web,Premium,750,0,7,2025-04-05,No
CLI-008086,CTR-008086,27,Málaga,6,54.02,Aplicación,Estándar,,5,,2026-03-08,Sí
CLI-002593,CTR-002593,59,Barcelona,80,38.65,WEB,Premium,2673.03,4,8,2020-01-06,No
CLI-001152,CTR-001152,43,Alicante,73,45.74,Web,Estándar,3403.38,3,8,2020-08-27,No
CLI-003181,CTR-003181,39,Barcelona,75,72.24,Tienda,Básico,,2,,2020-06-15,No
CLI-002192,CTR-002192,48,Valencia,24,104.37,Web,Básico,3814.49,9,,2024-09-03,Sí
CLI-001131,CTR-001131,64,Sevilla,61,33.27,Web,Premium,2393.22,3,,2021-08-16,No
CLI-001265,CTR-001265,38,Sevilla,93,21.46,Tienda,Estándar,3369.42,1,10,2018-12-23,No
CLI-009088,CTR-009088,62,Madrid,15,46.88,Web,Estándar,2671.03,6,9,2025-06-22,No
CLI-000082,CTR-009932,38,Barcelona,8,60.56,Web,Básico,2733.65,5,8,2026-01-22,No
CLI-008770,CTR-008770,47,Valencia,6,93.51,Aplicación,Estándar,2325.48,3,6,2026-03-16,No
CLI-001974,CTR-001974,28,Málaga,69,85.12,Web,Básico,3034.64,0,9,2020-12-13,No
CLI-009142,CTR-009142,65,Murcia,16,44.48,Teléfono,Premium,2946.09,2,,2025-05-02,No
CLI-002103,CTR-002103,25,Barcelona,29,66.95,Teléfono,Básico,,5,6,2024-04-28,Sí
CLI-007889,CTR-007889,25,Zaragoza,34,89.57,Tienda,Básico,3347.04,4,5,2023-11-25,Sí
CLI-003372,CTR-003372,61,Murcia,62,57.96,Web,Premium,2167.18,6,9,2021-07-18,No
CLI-007609,CTR-007609,38,Barcelona,23,57.92,Web,Premium,2872.12,8,6,2024-10-06,Sí
CLI-002766,CTR-002766,44,Zaragoza,2,74.78,Tienda,Estándar,1572.3,4,6,2026-07-08,Sí
CLI-000049,CTR-000049,40,Alicante,48,52.56,Teléfono,Estándar,,3,,2022-09-02,Sí
CLI-009723,CTR-009723,24,Valencia,66,57.84,Teléfono,Estándar,3118.42,4,7,2021-03-13,No
CLI-002983,CTR-002983,48,Madrid,23,63.34,Tienda,Premium,3007.31,2,,2024-10-23,Sí
CLI-005704,CTR-005704,45,Madrid,27,50.46,Web,Premium,1752.1,3,,2024-06-21,Sí
CLI-004384,CTR-004384,40,Barcelona,28,83.47,Tienda,Empresa,,1,9,2024-05-19,Sí
CLI-006851,CTR-006851,44,Murcia,4,39.3,Aplicación,Estándar,2691.39,5,5,2026-05-06,Sí
CLI-009132,CTR-009132,48,Valencia,78,81.46,Web,Estándar,1686.7,5,,2020-03-03,No
CLI-007814,CTR-007814,30,Málaga,38,61.45,Tienda,Básico,,6,4,2023-07-12,Sí
CLI-004991,CTR-004991,31,Valencia,20,76.87,Teléfono,Estándar,1500.01,7,,2025-01-01,Sí
CLI-004228,CTR-004228,62,Alicante,49,74.23,WEB,Básico,,0,8,2022-08-10,No
CLI-004737,CTR-004737,22,Alicante,66,29.75,Aplicación,Estándar,2420.15,0,8,2021-03-02,No
CLI-008757,CTR-008757,19,Barcelona,88,75.79,Web,Básico,4104.83,2,,2019-05-21,No
CLI-001387,CTR-001387,41,Alicante,95,60.77,Aplicación,Premium,2805.13,2,,2018-10-13,No
CLI-006607,CTR-006607,34,Barcelona,92,68.67,Teléfono,Premium,895.6,5,6,2019-01-07,No
CLI-006451,CTR-006451,60,Sevilla,48,87.13,Aplicación,Premium,2247.25,5,7,2022-09-07,Sí
CLI-003827,CTR-003827,48,Valencia,17,86.12,Web,Estándar,1612.19,7,4,2025-04-19,Sí
CLI-003644,CTR-003644,48,Madrid,45,65.89,Tienda,Básico,,3,7,2022-12-14,No
CLI-007704,CTR-007704,38,Madrid,47,72.86,Web,Básico,3003.16,0,,2022-10-16,No
CLI-004734,CTR-004734,52,Madrid,74,40.05,Tienda,Premium,2588.54,2,8,2020-07-17,No
CLI-009700,CTR-009700,53,Barcelona,43,93.43,Web,Estándar,2741.8,2,8,2023-02-28,No
CLI-007691,CTR-007691,27,Alicante,50,64.54,Web,Premium,3130.94,4,7,2022-07-11,No
CLI-003665,CTR-003665,48,Málaga,79,82.45,Aplicación,Estándar,,1,7,2020-02-01,No
CLI-002591,CTR-002591,50,Valencia,43,97.85,Web,Estándar,3068.25,1,10,2023-02-28,No
CLI-005169,CTR-005169,32,Barcelona,10,76.68,Web,Estándar,2446.72,4,6,2025-11-17,Sí
CLI-002754,CTR-002754,22,Murcia,80,88.8,Web,Premium,,1,,2020-01-07,No
CLI-001747,CTR-001747,39,Valencia,32,89.08,Web,Estándar,750,7,6,2024-01-05,Sí
CLI-004108,CTR-004108,41,Málaga,28,31.14,Web,Básico,,6,6,2024-05-09,No
CLI-005096,CTR-005096,46,Barcelona,55,21.36,Web,Estándar,3306.99,0,8,2022-02-25,No
CLI-004391,CTR-004391,50,Valencia,15,56.95,Web,Premium,2459.18,2,,2025-06-07,No
CLI-003998,CTR-003998,52,Valencia,76,56.44,Web,Estándar,2253.4,0,9,2020-05-12,No
CLI-008929,CTR-008929,34,Valencia,89,84.04,Web,Estándar,,0,8,2019-04-24,No
CLI-005656,CTR-005656,52,Zaragoza,30,48.69,web,Básico,,3,6,2024-03-14,No
CLI-000862,CTR-000862,43,Barcelona,6,101.65,Web,Básico,1896.79,5,,2026-03-10,Sí
CLI-000220,CTR-000220,28,Barcelona,28,77.81,Web,Básico,4502.54,2,7,2024-05-05,No
CLI-003202,CTR-003202,33,Barcelona,6,25.13,Tienda,Empresa,2811.81,4,3,2026-03-25,Sí
CLI-003738,CTR-003738,22,Sevilla,22,53.82,Teléfono,Premium,4238.74,5,,2024-11-02,No
CLI-000243,CTR-000243,34,Valencia,31,107.7,WEB,Empresa,3369.36,2,3,2024-02-14,Sí
CLI-003186,CTR-003186,37,Sevilla,18,72.17,Web,Premium,3312.66,1,,2025-03-09,Sí
CLI-001255,CTR-001255,41,Madrid,50,30.47,WEB,Estándar,2301.05,1,,2022-07-11,No
CLI-002109,CTR-002109,32,Sevilla,10,65.71,Tienda,Premium,2637.92,7,6,2025-11-10,Sí
CLI-001490,CTR-001490,56,Sevilla,71,58.64,Aplicación,Básico,3009.78,3,8,2020-10-20,No
CLI-008430,CTR-008430,34,Madrid,19,63.68,Aplicación,Estándar,,2,,2025-02-17,Sí
CLI-000613,CTR-000613,59,Madrid,46,56.15,Aplicación,Estándar,1932.82,4,5,2022-11-06,Sí
CLI-003753,CTR-003753,30,Málaga,18,85.19,Tienda,Básico,,5,,2025-03-04,No
CLI-009421,CTR-009421,33,Barcelona,10,56.85,Teléfono,Empresa,3128.96,3,,2025-11-14,No
CLI-003725,CTR-003725,62,Barcelona,11,89.99,Tienda,Estándar,3238.97,2,5,2025-10-25,No
CLI-004510,CTR-004510,34,Barcelona,55,80.53,Tienda,Empresa,,2,6,2022-02-10,No
CLI-009213,CTR-009213,42,Madrid,28,89.85,Teléfono,Estándar,1038.4,4,6,2024-05-09,Sí
CLI-003881,CTR-003881,37,Valencia,38,27.98,Web,Estándar,,7,5,2023-07-24,Sí
CLI-005109,CTR-005109,70,Barcelona,8,44.75,web,Estándar,3431.84,2,9,2026-01-08,No
CLI-008277,CTR-008277,44,Murcia,91,59.09,Tienda,Premium,2285.64,0,6,2019-02-25,No
CLI-006067,CTR-006067,41,Madrid,21,72.22,Tienda,Premium,3017.34,2,7,2024-12-10,No
CLI-001526,CTR-001526,32,Valencia,27,84.26,Aplicación,Empresa,1101.73,2,4,2024-06-20,Sí
CLI-000884,CTR-000884,48,Valencia,51,81.53,Tienda,Estándar,3623.83,3,6,2022-06-11,No
CLI-000185,CTR-000185,27,Murcia,13,65.04,Teléfono,Básico,1961.4,6,4,2025-08-11,Sí
CLI-000036,CTR-000036,42,Málaga,19,69.37,Web,Empresa,750,0,6,2025-02-07,No
CLI-009803,CTR-009803,41,Murcia,10,79.96,Web,Estándar,2507.16,4,,2025-11-15,Sí
CLI-003727,CTR-003727,54,Barcelona,19,107.11,Aplicación,Premium,2135.67,3,,2025-02-11,Sí
CLI-008855,CTR-008855,66,Zaragoza,39,78.7,Teléfono,Empresa,2390.64,1,7,2023-06-02,No
CLI-009405,CTR-009405,26,Madrid,15,61.82,Web,Estándar,2268.45,5,,2025-06-03,Sí
CLI-003625,CTR-003625,49,Madrid,24,41.04,Web,Básico,2744.29,2,7,2024-09-09,No
CLI-004806,CTR-004806,25,Barcelona,63,49.58,Web,Básico,2577.41,2,10,2021-06-07,No
CLI-006884,CTR-006884,44,Zaragoza,28,62.93,Web,Estándar,1713.13,3,8,2024-05-04,Sí
CLI-008130,CTR-008130,42,Málaga,40,46.62,Web,Básico,,3,3,2023-05-24,Sí
CLI-001032,CTR-001032,44,Madrid,59,53.85,Tienda,Estándar,3192.28,1,10,2021-10-08,No
CLI-008029,CTR-008029,30,Barcelona,1,100.1,Teléfono,Estándar,951.52,6,,2026-08-19,Sí
CLI-005151,CTR-005151,36,Barcelona,43,53.69,Tienda,Estándar,,5,5,2023-02-03,Sí
CLI-003105,CTR-003105,46,Alicante,37,44.06,Tienda,Básico,4423.23,2,8,2023-08-05,No
CLI-003583,CTR-003583,37,Barcelona,15,49.48,Web,Básico,,6,7,2025-06-10,Sí
CLI-002499,CTR-002499,30,Murcia,65,43.36,Web,Estándar,3351.66,2,6,2021-04-22,No
CLI-008107,CTR-008107,50,Barcelona,37,27.84,Tienda,Estándar,2415.56,4,8,2023-08-17,No
CLI-005436,CTR-005436,46,Valencia,65,57.21,Web,Empresa,2653.92,1,6,2021-04-04,No
CLI-001474,CTR-001474,18,Madrid,34,80.68,Web,Estándar,,5,10,2023-11-12,No
CLI-000241,CTR-000241,27,Madrid,12,57.93,Web,Estándar,3378.21,5,8,2025-09-21,No
CLI-009431,CTR-009431,44,Madrid,22,57.62,Web,Estándar,2132.58,4,8,2024-11-20,No
CLI-003941,CTR-003941,53,Sevilla,25,62.38,Web,Premium,3396.48,0,,2024-08-12,No
CLI-009675,CTR-009675,40,Barcelona,50,47.86,Teléfono,Premium,2302.07,1,,2022-07-03,No
CLI-000987,CTR-000987,56,Sevilla,76,61.11,Teléfono,Estándar,1452.47,4,8,2020-05-24,No
CLI-006689,CTR-006689,43,Madrid,41,73.46,Tienda,Estándar,2938.28,0,8,2023-04-19,No
CLI-007877,CTR-007877,18,Zaragoza,41,72.85,Teléfono,Premium,,3,4,2023-04-28,Sí
CLI-005145,CTR-005145,51,Madrid,27,83.11,Web,Estándar,3299.3,1,8,2024-06-02,No
CLI-007898,CTR-007898,34,Madrid,89,65.11,Teléfono,Básico,2975.73,0,,2019-04-27,No
CLI-009528,CTR-009528,34,Madrid,58,88.17,Teléfono,Premium,4028.42,4,10,2021-11-22,No
CLI-007136,CTR-007136,44,Barcelona,46,63.05,Tienda,Estándar,1912.35,4,8,2022-11-25,No
CLI-004877,CTR-004877,49,Murcia,83,55.25,Tienda,Premium,2236.85,0,9,2019-10-02,No
CLI-002337,CTR-002337,48,Madrid,70,87.45,Web,Premium,2844.46,2,,2020-11-15,No
CLI-007685,CTR-007685,35,Madrid,77,42.47,Teléfono,Básico,1886.61,0,6,2020-04-24,No
CLI-007117,CTR-007117,53,Zaragoza,51,71.16,,Estándar,2776.67,0,,2022-06-19,No
CLI-001038,CTR-001038,37,Valencia,47,80.4,Teléfono,Básico,2224.03,4,,2022-10-08,No
CLI-005725,CTR-005725,56,Málaga,37,67.46,Web,Empresa,4199.01,0,,2023-08-02,No
CLI-006860,CTR-006860,49,Madrid,94,37.64,Web,Premium,4624.52,3,,2018-11-17,No
CLI-004041,CTR-004041,33,Barcelona,26,77.44,Tienda,Estándar,1836.32,4,5,2024-07-05,Sí
CLI-007447,CTR-007447,54,Murcia,44,67.65,Web,Básico,2657.54,9,6,2023-01-05,Sí
CLI-003929,CTR-003929,48,Barcelona,54,56.84,Tienda,Premium,1882.53,0,,2022-03-10,No
CLI-009023,CTR-009023,39,Madrid,77,99.86,Teléfono,Básico,2631.88,3,,2020-04-21,No
CLI-000666,CTR-000666,55,Madrid,84,37.4,Teléfono,Premium,3301.2,3,10,2019-09-07,No
CLI-001876,CTR-001876,58,Madrid,24,37.21,Teléfono,Empresa,3245.06,3,,2024-09-28,No
CLI-008781,CTR-008781,38,Málaga,90,76.9,WEB,Básico,3396.65,5,6,2019-03-16,No
CLI-009162,CTR-009162,61,Málaga,32,68.94,Tienda,Básico,1901.04,2,7,2024-01-08,No
CLI-002929,CTR-002929,47,Valencia,8,77.51,Aplicación,Estándar,2978.29,3,,2026-01-20,No
CLI-009653,CTR-009653,60,Sevilla,24,39.7,Teléfono,Básico,1396.56,4,,2024-09-01,No
CLI-007241,CTR-007241,38,Málaga,60,17.27,Tienda,Estándar,1567.52,2,7,2021-09-11,No
CLI-004900,CTR-004900,50,Barcelona,54,55.77,Web,Básico,2104.72,2,,2022-03-06,No
CLI-005268,CTR-005268,39,Alicante,24,59.83,WEB,Estándar,1907.75,5,2,2024-09-10,Sí
CLI-001439,CTR-001439,45,Sevilla,90,42.08,web,Estándar,,1,,2019-03-12,No
CLI-001337,CTR-001337,43,Madrid,95,39.57,Web,Premium,4020.75,1,10,2018-10-13,No
CLI-008600,CTR-008600,18,Murcia,42,38.02,Web,Empresa,1971.29,6,3,2023-03-18,Sí
CLI-008437,CTR-008437,52,Sevilla,40,44.8,Tienda,Básico,2300,2,8,2023-05-12,No
CLI-004960,CTR-004960,43,Barcelona,54,43.74,Web,Básico,880.08,1,,2022-03-11,No
CLI-003909,CTR-003909,54,Sevilla,48,58.89,web,Premium,2642.34,6,,2022-09-21,Sí
CLI-003578,CTR-003578,25,Barcelona,13,55.04,Tienda,Estándar,2383.56,2,,2025-08-13,No
CLI-009312,CTR-009312,47,Barcelona,38,70.23,Web,Estándar,2579.18,5,5,2023-07-12,Sí
CLI-007048,CTR-007048,30,Alicante,60,65.83,Web,Básico,,0,7,2021-09-09,No
CLI-001640,CTR-001640,43,Madrid,38,75.34,,Estándar,2512.97,0,7,2023-07-21,No
CLI-000938,CTR-000938,42,Barcelona,30,39.79,Aplicación,Premium,3589.23,3,,2024-03-10,No
CLI-006041,CTR-006041,41,Madrid,13,86.07,WEB,Premium,,2,9,2025-08-22,No
CLI-006841,CTR-006841,20,Valencia,21,65.62,Web,Premium,2194.5,1,6,2024-12-05,No
CLI-005131,CTR-005131,76,Murcia,61,36.19,Tienda,Estándar,2237.71,0,6,2021-08-26,No
CLI-001825,CTR-001825,40,Zaragoza,83,75.58,Tienda,Premium,2526.63,1,,2019-10-09,No
CLI-001094,CTR-001094,40,Zaragoza,27,51.39,Web,Premium,1603.39,6,,2024-06-07,Sí
CLI-001421,CTR-001421,53,Barcelona,58,37.05,Teléfono,Premium,3234.95,4,7,2021-11-01,No
CLI-005501,CTR-005501,46,Barcelona,21,68.98,Web,Empresa,2085.22,2,,2024-12-16,No
CLI-009582,CTR-009582,46,Barcelona,87,31.38,Tienda,Básico,3132.02,0,7,2019-06-11,No
CLI-007369,CTR-007369,35,Barcelona,21,21.71,Teléfono,Estándar,1210.74,7,,2024-12-03,Sí
CLI-004644,CTR-004644,47,Murcia,64,70.87,Web,Empresa,1442.78,3,6,2021-05-03,No
CLI-007007,CTR-007007,42,Málaga,27,57.96,Web,Premium,2736.74,3,6,2024-06-06,No
CLI-001675,CTR-001675,29,Barcelona,22,81.21,Teléfono,Estándar,,4,7,2024-11-14,Sí
CLI-009060,CTR-009060,44,Sevilla,8,67.47,Teléfono,Básico,3103.92,0,5,2026-01-27,No
CLI-007163,CTR-007163,46,Madrid,57,40.02,Aplicación,Básico,,0,10,2021-12-05,No
CLI-006751,CTR-006751,52,Barcelona,28,65.88,Web,Estándar,1676.33,1,,2024-05-20,Sí
CLI-004615,CTR-004615,43,Madrid,9,59.49,Teléfono,Premium,1679.35,4,9,2025-12-05,Sí
CLI-006216,CTR-006216,40,Alicante,93,53.27,Web,Premium,1770.89,2,,2018-12-16,No
CLI-003301,CTR-003301,52,Barcelona,15,32.74,Teléfono,Premium,2656.25,0,8,2025-06-26,No
CLI-007098,CTR-007098,36,Barcelona,84,42.44,WEB,Premium,3514.26,0,,2019-09-24,No
CLI-009599,CTR-009599,51,Barcelona,29,47.84,Web,Premium,3187.03,0,10,2024-04-10,No
CLI-005488,CTR-005488,37,Alicante,78,74.51,Aplicación,Premium,2890.17,2,5,2020-03-02,No
CLI-003284,CTR-003284,52,Murcia,47,37.41,,Estándar,1754.94,1,7,2022-10-28,No
CLI-006835,CTR-006835,45,Murcia,43,76.17,Teléfono,Empresa,2920.39,1,8,2023-02-04,No
CLI-006047,CTR-006047,40,Madrid,27,60.73,Teléfono,Estándar,4207.28,5,,2024-06-19,No
CLI-004614,CTR-004614,37,Madrid,35,59.87,Aplicación,Estándar,1731.66,4,,2023-10-20,Sí
CLI-002221,CTR-002221,62,Barcelona,96,74.97,web,Estándar,3186.76,5,6,2018-09-27,No
CLI-007303,CTR-007303,21,Barcelona,39,37.14,Web,Premium,1629.37,1,8,2023-06-02,No
CLI-000354,CTR-000354,36,Sevilla,88,37.38,Teléfono,Básico,2847.53,0,6,2019-05-20,No
CLI-004848,CTR-004848,52,Barcelona,59,78.07,web,Empresa,2328.75,1,7,2021-10-04,No
CLI-007021,CTR-007021,50,Barcelona,53,84.47,Tienda,Empresa,,0,9,2022-04-22,No
CLI-007233,CTR-007233,20,Barcelona,33,74.85,Teléfono,Premium,,2,6,2023-12-20,Sí
CLI-009016,CTR-009016,22,Murcia,9,74.47,Tienda,Estándar,1268.04,5,4,2025-12-11,Sí
CLI-004321,CTR-004321,50,Madrid,34,31.76,Tienda,Básico,2193.18,5,4,2023-11-10,No
CLI-001765,CTR-001765,34,Madrid,24,92.37,Web,Premium,2037.33,2,5,2024-09-18,Sí
CLI-008166,CTR-008166,46,Valencia,82,52.57,Web,Estándar,2924.08,3,7,2019-11-19,No
CLI-003102,CTR-003102,56,Valencia,41,79.46,Teléfono,Básico,4153.47,0,8,2023-04-08,No
CLI-002126,CTR-002126,35,Madrid,29,95.85,web,Estándar,3219.54,2,7,2024-04-03,No
CLI-005240,CTR-005240,56,Sevilla,38,51.36,Tienda,Estándar,2513.5,3,6,2023-07-18,Sí
CLI-004572,CTR-004572,20,Barcelona,32,62.8,Web,Premium,3933.53,1,10,2024-01-28,No
CLI-008913,CTR-008913,51,Madrid,33,62.55,Web,Premium,,7,8,2023-12-13,Sí
CLI-001215,CTR-001215,49,Alicante,33,54.54,Teléfono,Básico,2737.37,4,4,2023-12-08,Sí
CLI-006103,CTR-006103,43,Barcelona,64,53.24,Tienda,Premium,2460.3,2,8,2021-05-14,No
CLI-004958,CTR-004958,34,Barcelona,67,59.39,WEB,Estándar,2004.76,5,8,2021-02-26,No
CLI-006988,CTR-006988,37,Zaragoza,31,72.97,Teléfono,Empresa,,4,,2024-02-04,Sí
CLI-008572,CTR-008572,39,Alicante,32,42.27,Web,Básico,2150.08,1,8,2024-01-12,No
CLI-008206,CTR-008206,38,Madrid,95,357.7,Web,Empresa,10532.88,3,6,2018-10-02,No
CLI-001996,CTR-001996,33,Sevilla,57,41.97,Teléfono,Básico,2379.47,1,8,2021-12-13,No
CLI-004215,CTR-004215,32,Málaga,76,68.61,Web,Premium,,3,,2020-05-21,No
CLI-005086,CTR-005086,60,Málaga,8,65.81,Aplicación,Premium,,1,6,2026-01-15,No
CLI-003741,CTR-003741,45,Valencia,43,57.94,Tienda,Empresa,1774.85,6,,2023-02-09,Sí
CLI-000186,CTR-000186,48,Madrid,33,70.4,Tienda,Básico,,2,6,2023-12-24,No
CLI-003194,CTR-003194,18,Barcelona,2,29.98,web,Básico,2148.18,5,,2026-07-19,Sí
CLI-008458,CTR-008458,52,Málaga,8,83.06,Web,Estándar,750,3,4,2026-01-11,Sí
CLI-002890,CTR-002890,18,Zaragoza,13,55.03,Web,Estándar,1442.89,3,6,2025-08-03,Sí
CLI-002673,CTR-002673,43,Barcelona,19,63.43,Tienda,Básico,1884.14,3,4,2025-02-15,Sí
CLI-005829,CTR-005829,42,Madrid,76,22.67,Web,Básico,2393.25,1,,2020-05-12,No
CLI-003520,CTR-003520,49,Madrid,34,67.2,Tienda,Empresa,3161.49,2,,2023-11-09,No
CLI-006782,CTR-006782,28,Zaragoza,7,65.98,Tienda,Básico,,6,5,2026-02-16,Sí
CLI-004246,CTR-004246,18,Sevilla,43,87.84,Tienda,Estándar,,4,6,2023-02-27,Sí
CLI-008681,CTR-008681,56,Alicante,40,41.26,Web,Estándar,2487.65,3,6,2023-05-22,No
CLI-003041,CTR-003041,18,Alicante,36,60.6,Aplicación,Empresa,1928.04,3,4,2023-09-03,Sí
CLI-000562,CTR-000562,21,Barcelona,46,63.45,Web,Premium,2990.48,3,3,2022-11-26,Sí
CLI-006906,CTR-006906,40,Barcelona,15,94.88,Aplicación,Básico,,4,5,2025-06-07,Sí
CLI-000810,CTR-000810,57,Madrid,20,43.37,Tienda,Básico,,1,,2025-01-10,No
CLI-003056,CTR-003056,37,Barcelona,32,46.18,Tienda,Empresa,2437.47,0,9,2024-01-01,No
CLI-006738,CTR-006738,43,Madrid,34,48.56,Web,Premium,2646.65,4,,2023-11-03,Sí
CLI-001210,CTR-001210,39,Valencia,84,65.66,Web,Empresa,3089.91,3,10,2019-09-04,No
CLI-009090,CTR-009090,50,Barcelona,57,52.07,Aplicación,Básico,,1,10,2021-12-22,No
CLI-002806,CTR-002806,48,Zaragoza,3,104.39,Web,Estándar,2260.73,0,3,2026-06-18,Sí
CLI-003537,CTR-003537,50,Sevilla,29,23.75,Web,Básico,,5,8,2024-04-26,No
CLI-000349,CTR-000349,39,Alicante,56,72.73,Tienda,Premium,,3,7,2022-01-27,No
CLI-004245,CTR-004245,39,Valencia,45,28.21,web,Premium,2174.65,3,7,2022-12-18,No
CLI-008481,CTR-008481,64,Barcelona,30,48.06,Aplicación,Básico,,6,,2024-03-02,Sí
CLI-003532,CTR-003532,26,Valencia,28,84.93,Aplicación,Empresa,,3,2,2024-05-12,No
CLI-000899,CTR-000899,39,Valencia,72,82.32,Tienda,Premium,2871.52,0,6,2020-09-14,No
CLI-001902,CTR-001902,30,Madrid,47,78.26,Tienda,Premium,1458.06,1,9,2022-10-02,No
CLI-005726,CTR-005726,53,Madrid,64,76.37,Web,Estándar,2950.55,3,6,2021-05-18,No
CLI-005676,CTR-005676,46,Valencia,38,71,Web,Premium,,3,9,2023-07-13,No
CLI-005605,CTR-005605,22,Barcelona,19,65.57,Teléfono,Estándar,1133.14,0,,2025-02-24,No
CLI-008816,CTR-008816,42,Málaga,52,18.66,Tienda,Básico,3888.4,4,8,2022-05-02,No
CLI-008134,CTR-008134,62,Zaragoza,41,11.41,Web,Premium,,6,8,2023-04-12,No
CLI-008684,CTR-008684,49,Barcelona,18,49.52,Web,Estándar,3534.4,5,4,2025-03-22,Sí
CLI-002634,CTR-002634,43,Zaragoza,43,72.12,Tienda,Estándar,1891.51,6,5,2023-02-09,Sí
CLI-002693,CTR-002693,43,Madrid,31,69.02,Web,Estándar,2441.26,3,8,2024-02-11,No
CLI-003982,CTR-003982,37,Alicante,53,36.96,Tienda,Premium,,6,5,2022-04-27,No
CLI-007115,CTR-007115,18,Barcelona,10,47.27,Aplicación,Premium,3166.73,1,8,2025-11-11,No
CLI-005771,CTR-005771,66,Alicante,34,67.25,web,Estándar,2185.64,0,,2023-11-26,No
CLI-002029,CTR-002029,34,Valencia,92,21.57,Tienda,Básico,3294.76,1,7,2019-01-19,No
CLI-005701,CTR-005701,38,Barcelona,8,88.89,Tienda,Básico,1995.18,4,5,2026-01-26,Sí
CLI-005965,CTR-005965,33,Valencia,20,117.59,Aplicación,Premium,,5,5,2025-01-27,Sí
CLI-001202,CTR-001202,61,Barcelona,39,15.46,Aplicación,Básico,3334.01,7,6,2023-06-02,No
CLI-003275,CTR-003275,23,Málaga,13,102.78,Tienda,Básico,3144.02,4,4,2025-08-16,Sí
CLI-005015,CTR-005015,42,Barcelona,9,28.43,Web,Premium,3067.01,1,5,2025-12-01,No
CLI-007404,CTR-007404,18,Valencia,95,36.48,Tienda,Básico,,2,,2018-10-28,No
CLI-008923,CTR-008923,32,Sevilla,90,50.55,Teléfono,Básico,1793.59,3,9,2019-03-20,No
